214,630,332,337,130,244,244,90,234,342
80,235,124,126,48,91,91,34,87,128
71,210,111,112,43,81,81,30,78,114
188,553,292,296,114,215,215,79,206,300
2,6,3,3,1,2,2,1,2,3
15,45,23,24,9,17,17,6,17,24
158,464,245,249,96,180,180,67,173,252
160,471,248,252,97,183,183,68,175,256
205,604,319,324,124,235,234,87,225,328
197,579,305,310,119,225,224,83,215,314
130,382,201,204,79,148,148,55,142,207
6,19,10,10,4,7,7,3,7,10
22,64,34,34,13,25,25,9,24,35
82,242,128,129,50,94,94,35,90,131
4,13,7,7,3,5,5,2,5,7
15,45,23,24,9,17,17,6,17,24
82,242,128,129,50,94,94,35,90,131
43,127,67,68,26,49,49,18,47,69
58,172,91,92,35,67,67,25,64,93
128,375,198,201,77,146,146,54,139,204
201,591,312,317,122,230,229,85,220,321
147,432,228,232,89,168,168,62,161,235
28,83,44,44,17,32,32,12,31,45
61,178,94,95,37,69,69,26,66,97
132,388,205,208,80,151,150,56,144,211
212,623,329,334,128,242,242,89,232,338
71,210,111,112,43,81,81,30,78,114
50,146,77,78,30,57,57,21,54,79
145,426,225,228,88,165,165,61,158,231
104,305,161,164,63,119,118,44,113,166
93,273,144,147,56,106,106,39,102,148
41,121,64,65,25,47,47,17,45,66
171,502,265,269,103,195,195,72,187,273
104,305,161,164,63,119,118,44,113,166
19,57,30,31,12,22,22,8,21,31
28,83,44,44,17,32,32,12,31,45
112,331,175,177,68,128,128,47,123,180
17,51,27,27,10,20,20,7,19,28
89,261,138,140,54,101,101,37,97,142
67,197,104,106,41,77,76,28,73,107
28,83,44,44,17,32,32,12,31,45
147,432,228,232,89,168,168,62,161,235
19,57,30,31,12,22,22,8,21,31
121,356,188,191,73,138,138,51,132,193
84,248,131,133,51,96,96,36,92,135
84,248,131,133,51,96,96,36,92,135
56,165,87,89,34,64,64,24,61,90
214,630,332,337,130,244,244,90,234,342
82,242,128,129,50,94,94,35,90,131
192,566,299,303,116,220,220,81,210,307
