199,191,138,117,147,85,269,179,73,14
108,104,75,64,80,46,146,97,40,8
110,106,76,65,82,47,149,99,41,8
156,149,108,92,115,67,210,140,57,11
13,12,9,8,10,6,18,12,5,1
188,180,130,111,139,81,254,169,69,13
63,60,43,37,46,27,85,56,23,4
143,137,99,84,106,61,193,128,53,10
69,66,48,41,51,30,93,62,26,5
145,139,100,85,107,62,196,130,54,10
17,17,12,10,13,7,23,16,6,1
178,170,123,104,131,76,240,160,65,13
149,143,103,88,110,64,202,134,55,11
24,23,16,14,18,10,32,21,9,2
13,12,9,8,10,6,18,12,5,1
22,21,15,13,16,9,29,19,8,2
2,2,1,1,2,1,3,2,1,0
212,203,147,125,157,91,286,191,78,15
160,153,111,94,118,69,216,144,59,11
65,62,45,38,48,28,88,58,24,5
74,70,51,43,54,32,99,66,27,5
160,153,111,94,118,69,216,144,59,11
201,193,139,118,149,86,272,181,74,14
165,157,114,97,122,71,222,148,61,12
76,72,52,44,56,33,102,68,28,5
45,43,31,27,34,20,61,41,17,3
169,162,117,99,125,72,228,152,62,12
87,83,60,51,64,37,117,78,32,6
50,48,34,29,37,21,67,45,18,4
141,135,97,83,104,60,190,126,52,10
162,155,112,95,120,70,219,146,60,12
24,23,16,14,18,10,32,21,9,2
48,46,33,28,35,20,64,43,18,3
84,81,58,50,62,36,114,76,31,6
56,54,39,33,42,24,76,51,21,4
78,75,54,46,58,33,105,70,29,6
156,149,108,92,115,67,210,140,57,11
82,79,57,48,61,35,111,74,30,6
154,147,106,90,114,66,207,138,57,11
71,68,49,42,53,31,96,64,26,5
102,97,70,60,75,44,137,91,38,7
117,112,81,69,86,50,158,105,43,8
95,91,66,56,70,41,129,86,35,7
80,77,55,47,59,34,108,72,30,6
56,54,39,33,42,24,76,51,21,4
61,58,42,36,45,26,82,54,22,4
30,29,21,18,22,13,41,27,11,2
186,178,129,109,138,80,251,167,69,13
145,139,100,85,107,62,196,130,54,10
71,68,49,42,53,31,96,64,26,5
13,12,9,8,10,6,18,12,5,1
2,2,1,1,2,1,3,2,1,0
26,25,18,15,19,11,35,23,10,2
141,135,97,83,104,60,190,126,52,10
32,31,22,19,24,14,44,29,12,2
69,66,48,41,51,30,93,62,26,5
13,12,9,8,10,6,18,12,5,1
87,83,60,51,64,37,117,78,32,6
191,182,132,112,141,82,257,171,70,14
197,188,136,116,146,85,266,177,73,14
63,60,43,37,46,27,85,56,23,4
171,164,118,100,126,73,231,154,63,12
2,2,1,1,2,1,3,2,1,0
121,116,84,71,90,52,164,109,45,9
37,35,25,22,27,16,50,33,14,3
147,141,102,86,109,63,199,132,54,10
9,8,6,5,6,4,12,8,3,1
11,10,7,6,8,5,15,10,4,1
147,141,102,86,109,63,199,132,54,10
149,143,103,88,110,64,202,134,55,11
52,50,36,31,38,22,70,47,19,4
19,19,13,11,14,8,26,18,7,1
4,4,3,3,3,2,6,4,2,0
139,133,96,81,102,59,187,124,51,10
156,149,108,92,115,67,210,140,57,11
130,124,90,76,96,56,175,117,48,9
106,101,73,62,78,46,143,95,39,8
95,91,66,56,70,41,129,86,35,7
41,39,28,24,30,18,56,37,15,3
76,72,52,44,56,33,102,68,28,5
69,66,48,41,51,30,93,62,26,5
152,145,105,89,112,65,205,136,56,11
6,6,4,4,5,3,9,6,2,0
54,52,37,32,40,23,73,49,20,4
9,8,6,5,6,4,12,8,3,1
91,87,63,53,67,39,123,82,34,6
56,54,39,33,42,24,76,51,21,4
162,155,112,95,120,70,219,146,60,12
206,197,142,121,152,88,278,185,76,15
208,199,144,122,154,89,280,187,77,15
145,139,100,85,107,62,196,130,54,10
30,29,21,18,22,13,41,27,11,2
171,164,118,100,126,73,231,154,63,12
147,141,102,86,109,63,199,132,54,10
160,153,111,94,118,69,216,144,59,11
52,50,36,31,38,22,70,47,19,4
178,170,123,104,131,76,240,160,65,13
104,99,72,61,77,45,140,93,38,7
9,8,6,5,6,4,12,8,3,1
119,114,82,70,88,51,161,107,44,8
