208233,3611,926,596,114
454219,3019,494,236,745
266720,1431,777,531,964
258338,1256,955,707,969
285503,2554,412,962,129
497274,4435,694,806,998
110598,2059,199,940,223
303998,1065,164,632,679
328516,4619,433,681,991
445874,1653,459,141,631
185468,2546,679,168,751
236584,2514,426,252,139
462124,4966,499,840,496
225898,1316,410,848,409
403629,4104,276,653,494
260972,4040,389,311,835
325097,4616,651,634,900
484788,2720,889,480,743
411335,3229,681,903,457
455246,1963,703,136,622
466933,2877,119,598,589
305802,1161,221,641,306
432354,2605,256,602,956
410700,3852,382,801,242
347047,3037,647,555,228
415152,4161,516,141,653
324264,1472,589,179,303
370222,3641,550,307,205
396842,3726,890,382,211
356508,1717,787,871,455
254319,1427,304,941,629
169456,1609,233,185,985
105004,4571,722,715,981
170860,2300,737,660,848
447202,4301,757,796,602
444125,4343,875,650,942
246327,4261,679,880,357
256628,2565,165,917,508
325338,2337,856,494,374
268939,4231,614,270,113
476652,1762,259,195,965
325285,2706,388,459,156
170106,3465,241,679,552
155112,3370,105,961,831
460039,1694,113,918,579
301259,2728,827,903,141
112067,1163,596,530,339
178751,2918,414,335,866
367502,3184,722,993,621
164571,2545,215,296,628
179054,2695,419,446,308
361415,1752,467,341,623
169075,1172,329,634,581
139515,1866,946,328,485
122885,1342,959,567,634
266960,2750,126,243,970
241252,1791,779,748,489
261495,4490,270,239,234
358602,2470,196,392,570
172699,3645,209,371,156
148061,3453,335,356,730
261183,1793,497,408,503
157862,1176,735,940,447
417846,2362,774,153,663
199147,3283,241,983,656
236987,2457,806,540,616
299134,2063,270,463,313
227479,3391,399,434,963
316206,1571,826,674,244
480040,1928,391,288,860
188442,1321,961,236,618
375642,1900,884,137,172
282344,2238,160,274,679
284793,4594,693,208,427
214303,1620,137,795,414
333479,3191,390,779,671
230003,3943,276,349,329
290502,1081,749,931,862
401016,3698,801,435,839
107813,4424,193,181,722
409179,4039,841,883,269
371272,3758,923,753,918
372028,1270,573,236,374
189670,3448,290,558,657
212853,4495,321,659,504
468797,2817,956,427,156
480107,2466,181,325,101
257461,3448,193,660,486
148489,3559,303,942,526
304594,3500,639,724,600
418875,2411,293,351,851
245849,3639,483,684,181
111385,2403,757,976,275
443676,3550,677,220,308
130125,1963,814,328,492
172850,2387,121,654,724
201411,4338,786,240,893
119673,2413,165,313,424
115736,1094,197,200,191
441410,4432,103,646,394
310723,4961,374,468,135
365056,1860,878,256,168
446877,1822,419,614,156
291715,2256,672,655,348
265025,1975,414,514,764
190166,1276,156,190,634
378337,1388,503,119,904
374205,2365,499,475,925
115902,4179,443,468,805
173371,2054,722,755,793
310147,1239,751,667,374
478722,1053,368,437,552
306566,3489,915,580,935
494826,2168,746,754,998
168114,3474,989,691,712
154306,2320,877,245,937
112328,3318,198,608,746
354583,1433,769,167,859
200722,3937,116,844,240
280525,1327,386,627,385
386828,3615,472,807,851
159794,4384,779,933,852
370620,3141,301,411,442
417461,4131,906,519,848
386254,4068,470,470,603
232653,4755,176,631,821
177774,1706,868,555,846
415188,2167,894,589,882
148508,4485,452,941,245
327873,1231,702,234,349
116373,3503,270,486,746
492957,2592,253,400,654
422648,4266,715,350,596
213053,3367,655,743,272
