332534,3041,409,212,316
295883,1682,261,316,432
359273,3605,474,150,703
213623,1273,642,537,754
325643,4686,650,976,392
200232,3708,710,179,291
174617,3906,353,832,452
225611,2026,912,919,407
452142,4298,176,163,718
264366,3798,652,855,565
188385,2038,939,650,328
306637,4224,298,484,826
341641,3241,688,715,715
101051,3424,350,940,538
344574,3409,720,665,503
254922,1419,305,806,786
253031,1436,789,428,519
220811,2162,683,169,376
195633,4633,168,977,893
173911,4727,697,245,952
141697,2291,827,232,832
362068,1697,800,254,306
479419,2501,634,825,312
123989,2297,178,547,185
163735,4185,444,158,900
238676,2038,759,943,115
158590,3912,723,194,619
346847,1500,432,315,756
233887,1279,317,119,412
243374,3701,970,437,395
136140,2975,985,810,683
125070,4806,415,397,797
461324,1151,698,744,520
374825,3683,666,570,303
147278,1931,723,936,609
435908,3679,910,107,454
162846,1568,513,509,995
116141,1935,887,928,929
456665,4089,515,697,722
441788,1312,822,298,470
457879,2098,506,413,506
127103,4052,698,882,864
445349,1796,987,534,562
404409,1476,347,904,387
481173,1647,436,308,640
430761,4130,598,966,904
255068,4537,323,695,580
489040,4594,526,710,476
393667,4838,941,629,646
253001,1677,174,662,571
174790,2028,768,969,122
206335,3883,997,670,670
228423,3674,694,210,208
491774,4133,219,806,491
285407,1908,151,163,158
362395,3024,985,235,565
362642,1044,867,621,935
329545,2597,250,345,511
256407,4513,525,378,466
198328,4321,502,664,521
138106,2295,911,445,884
191789,2686,176,237,431
275810,3267,740,300,310
491735,3369,712,158,419
451271,2809,176,464,178
241095,1303,170,437,430
202533,3753,366,933,646
375510,1531,448,615,572
364329,3417,817,684,594
232362,2188,111,403,667
172289,4709,698,201,1000
309631,3944,177,449,311
233153,2456,563,789,977
489096,4749,724,739,598
375112,1892,938,964,571
467090,3219,852,513,967
258444,1193,799,593,374
127105,1687,458,791,674
368622,2749,656,596,137
415648,2974,709,936,818
296813,3335,456,121,694
483255,4238,209,988,483
238548,2133,149,276,941
381529,4265,977,895,432
372146,1998,994,862,351
151108,1935,473,753,107
130104,1066,988,859,940
337298,4078,672,850,772
384102,1455,357,816,645
288174,3885,601,852,349
280349,2299,243,889,601
168865,2318,682,194,943
407660,1591,939,604,250
132225,1175,751,509,973
461891,3999,502,931,113
211000,3207,478,141,114
224047,4152,153,994,379
337209,3736,370,739,176
216645,4044,665,695,252
299224,3254,556,495,659
