139258,3613,102,998,623
338423,1867,923,853,545
103683,1594,426,569,782
436956,4346,952,240,960
440918,2508,382,328,662
127760,2337,995,570,269
124726,1236,835,317,894
411286,3641,326,202,605
122622,2173,586,507,948
349598,2427,724,838,657
396950,2226,117,441,373
185756,2886,674,224,864
447979,3377,657,908,379
310715,2523,425,234,122
129732,2344,613,883,125
162090,3870,890,801,777
122307,2469,498,861,486
305699,2358,875,353,279
179195,4181,302,160,186
433381,4598,987,715,913
459499,1404,980,842,302
424423,2226,720,123,526
361186,1613,206,713,624
152835,4444,936,478,247
477855,2463,110,922,222
322518,1849,796,857,813
201002,4943,142,571,123
382556,2469,889,450,855
270216,3356,678,796,400
376318,1983,363,747,820
180842,4641,945,670,712
409696,4288,547,121,918
468770,2879,824,551,412
403766,4607,964,600,475
300846,3004,353,809,943
191863,3124,319,542,573
104880,1551,787,948,184
296173,4027,785,620,179
363071,2126,425,666,360
420620,4763,312,546,205
317420,3047,136,612,539
134174,4122,868,223,961
371163,3837,142,887,993
167519,4168,166,642,167
176481,2487,614,671,997
121006,4661,847,665,552
126210,2693,861,158,280
400886,1547,288,423,363
376475,1144,954,776,320
300954,2889,168,926,572
