236764,4377,684,958,221
447437,1308,107,990,188
350849,1171,717,776,778
329969,4658,463,766,547
370201,2059,425,743,498
320810,1951,755,298,719
246996,4612,617,531,394
481980,3986,680,952,679
304657,4143,286,156,196
159366,3228,311,133,181
250377,2435,709,993,941
279705,3919,623,985,695
181592,3945,508,451,514
273466,1795,980,503,458
427903,3218,963,244,272
274946,3637,434,851,190
271589,2318,169,794,231
460553,2484,643,559,535
256862,4082,356,280,947
131085,4571,693,697,195
110281,2731,673,502,876
201281,2561,561,478,982
176918,3020,714,372,855
328892,3057,187,478,607
270915,1108,721,310,514
411968,1088,490,847,303
147583,3617,182,777,834
164631,3092,319,833,646
228089,4582,621,960,930
351394,2356,755,546,846
313359,2394,132,561,908
326824,4670,275,318,179
310948,1503,560,447,896
432653,4329,525,697,713
302642,2585,131,659,654
476964,1489,325,924,119
105066,2090,872,871,426
109344,3896,305,711,820
370868,4197,875,741,874
184410,3091,477,444,590
444723,1185,595,872,685
267468,1590,329,637,644
424769,3138,974,519,718
178078,3241,223,428,224
461981,4435,856,675,471
431382,4008,707,230,734
213943,1796,888,694,555
230066,2173,763,706,496
120951,4723,690,714,579
494866,4464,673,508,757
